序號,綠色商店名稱,聯絡地址,商店編號,聯絡人,聯絡電話,分機,手機號碼,綠色商店類型,經度,緯度
1349,萊爾富國際股份有限公司-北市文辛店,116臺北市文山區辛亥路四段218.220號,A001422,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.555389315614,25.002355512698
1350,萊爾富國際股份有限公司-北市文武店,116臺北市文山區羅斯福路五段203號1樓,A001240,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.539028930263,25.002340383363
1351,萊爾富國際股份有限公司-北市文創店,105台北市中正區八德路一段34號,A001614,卓東平,(02)89786752,,,連鎖型綠色商店,121.530366125405,25.043674515575
1352,萊爾富國際股份有限公司-北市文福店,116臺北市文山區景福街230巷2號,A001316,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.538976794825,24.993598058351
1353,萊爾富國際股份有限公司-北市木新二店,116臺北市文山區木新路三段232巷6弄18號,A001406,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.559734326582,24.981963180463
1354,萊爾富國際股份有限公司-北市木新三店,116臺北市文山區木新路二段163號,A001413,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.568758954093,24.983865411479
1355,萊爾富國際股份有限公司-北市世新店,116臺北市文山區木柵路一段8號,A001245,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.546099484687,24.986657339608
1356,萊爾富國際股份有限公司-北市北天店,112臺北市北投區一德里中央北路四段8號1樓,A001273,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.478891876284,25.135565118462
1357,萊爾富國際股份有限公司-北市北功店,112臺北市北投區立德路60號,A001278,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.471857112586,25.125505283999
1358,萊爾富國際股份有限公司-北市北和店,112臺北市北投區中和里中和街402號1樓,A001442,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.49816220696,25.1435658965
1359,萊爾富國際股份有限公司-北市北武店,112臺北市北投區學園路2號（北台科學技術學院-飲和樓商場）,A001293,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.467618048874,25.132789199768
1360,萊爾富國際股份有限公司-北市北科大店,106臺北市大安區建國南路一段81號(台北科技大學),A001296,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.537471572653,25.0435582665
1361,萊爾富國際股份有限公司-北市北商店,100臺北市中正區濟南路一段321號五育樓B1（國立台北商業技術學院）,A001411,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.525531886856,25.041946971343
1362,萊爾富國際股份有限公司-北市北崗店,112臺北市北投區桃園里中央北路三段44.46號,A001340,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.485413751325,25.138303947234
1363,萊爾富國際股份有限公司-北市北清店,112台北市北投區清江路53及55號,A001641,卓東平,(02)89783776,,,連鎖型綠色商店,121.502133133589,25.130720336517
1364,萊爾富國際股份有限公司-北市北華店,112臺北市北投區石牌路二段201號,A001434,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.519165831394,25.11918226961
1365,萊爾富國際股份有限公司-北市北裕店,112臺北市北投區裕民六路120號,A001364,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.51763655316,25.114560236742
1366,萊爾富國際股份有限公司-北市北達店,112臺北市北投區清江路47.49號,A001250,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.502134893789,25.13095117413
1367,萊爾富國際股份有限公司-北市古亭店,100台北市中正區辛亥路一段17巷2號及19號,A001634,卓東平,(02)89787384,,,連鎖型綠色商店,121.527994070914,25.019207035666
1368,萊爾富國際股份有限公司-北市司法店,100臺北市中正區博愛路131號B1,A001241,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.511103027273,25.036824371217
1369,萊爾富國際股份有限公司-北市台大店,100台北市中正區常德街1號B1,A001610,卓東平,(02)23146218,,,連鎖型綠色商店,121.517171525172,25.04140013598
1370,萊爾富國際股份有限公司-北市台泥店,104臺北市中山區錦州街32號,A001297,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.524911542202,25.060219729813
1371,萊爾富國際股份有限公司-北市市政店,110台北市信義區市府路1號(市政大樓地下二樓),A001638,卓東平,(02)89783410,,,連鎖型綠色商店,121.563783791644,25.037523002847
1372,萊爾富國際股份有限公司-北市正台店,100臺北市中正區常德街1號(臺大醫院),A001360,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.517171525172,25.04140013598
1373,萊爾富國際股份有限公司-北市正光店,100臺北市中正區市民大道三段8號1樓(光華商場光華新天地),A001421,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.532100784374,25.045215913581
1374,萊爾富國際股份有限公司-北市正宏店,100臺北市中正區八德路一段46號,A001416,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.530868057874,25.043764377499
1375,萊爾富國際股份有限公司-北市正佳店,100臺北市中正區辛亥路一段39.41號1樓,A001334,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.528431941536,25.019492984293
1376,萊爾富國際股份有限公司-北市正忠店,100台北市中正區梅花里８鄰忠孝東路一段３５號一樓全部,A001623,卓東平,(02)89781634,,,連鎖型綠色商店,121.525535574893,25.044487777652
1377,萊爾富國際股份有限公司-北市正東店,100臺北市中正區紹興南街4-12號1樓,A001254,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.524680117855,25.043336271794
1378,萊爾富國際股份有限公司-北市正前店,100台北市中正區忠孝西路一段173號，台北西B站,A001598,卓東平,(02)23831025,,,連鎖型綠色商店,121.513483935227,25.04732225169
1379,萊爾富國際股份有限公司-北市正泉店,100臺北市中正區泉州街31.34號1樓,A001441,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.514312709456,25.029478597003
1380,萊爾富國際股份有限公司-北市正博店,100臺北市中正區博愛路9號,A001424,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.51150317933,25.045915425311
1381,萊爾富國際股份有限公司-北市正喜店,100臺北市中正區板溪里牯嶺街117號1樓,A001336,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.519112354852,25.025154079788
1382,萊爾富國際股份有限公司-北市正童店,100臺北市中正區中山南路8號(台大兒童綜合醫院)   ,A001405,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.518750591911,25.044343147913
1383,萊爾富國際股份有限公司-北市正裕店,100臺北市中正區忠孝西路50號1樓,A001397,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.5188339,25.0393501
1384,萊爾富國際股份有限公司-北市正德店,100臺北市中正區八德路一段82巷7號1樓,A001259,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.531889141319,25.043659603709
1385,萊爾富國際股份有限公司-北市正慶店,100臺北市中正區衡陽路103號,A001244,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.509135459321,25.042252994628
1386,萊爾富國際股份有限公司-北市正館店,100臺北市中正區館前路45號1樓,A001375,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.515122066026,25.045189049582
1387,萊爾富國際股份有限公司-北市正豐店,100臺北市中正區許昌街26-2號,A001385,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.516269129476,25.045444739538
1388,萊爾富國際股份有限公司-北市正醫店,100臺北市中正區中山南路7號B1(台大醫院),A001301,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.518557891957,25.040775726103
1389,萊爾富國際股份有限公司-北市正寶店,100台北市中正區寶慶路35號,A001616,卓東平,(02)23705368,,,連鎖型綠色商店,121.51029559854,25.041492965557
1390,萊爾富國際股份有限公司-北市正鑽店,100臺北市中正區館前路36號 ,A001393,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.514906734934,25.044565310257
1391,萊爾富國際股份有限公司-北市民生店,104臺北市中山區民生西路2號,A001366,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.522426978463,25.057731436127
1392,萊爾富國際股份有限公司-北市民東店,"114臺北市內湖區民權東路六段69,71,75號",A001324,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.587598454946,25.069215649305
1393,萊爾富國際股份有限公司-北市民權二店,105臺北市松山區民權東路五段32號,A001343,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.5644213192,25.06284728882
1394,萊爾富國際股份有限公司-北市民權三店,114臺北市內湖區民權東路六段90巷8號,A001272,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.585956607752,25.068324694907
1395,萊爾富國際股份有限公司-北市永捷店,104台北市中山區松江路27號,A001599,卓東平,(02)25048276,,,連鎖型綠色商店,121.533155395432,25.047240604203
1396,萊爾富國際股份有限公司-北市甘州店,103臺北市大同區歸綏街183號,A001288,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.512813103158,25.058263393612
1397,萊爾富國際股份有限公司-北市立農店,112台北市北投區義理街96號及立農街2段292號,A001617,卓東平,(02)89781336,,,連鎖型綠色商店,121.516449927127,25.118541766479
1398,萊爾富國際股份有限公司-北市同吉店,103臺北市大同區昌吉街63號,A001275,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.514702803229,25.065992556077
1399,萊爾富國際股份有限公司-北市同安店,103臺北市大同區重慶北路一段63號,A001277,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.514040232383,25.051705260655
1400,萊爾富國際股份有限公司-北市同京店,103臺北市大同區西寧北路35號,A001394,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.508830190407,25.053576526723
1401,萊爾富國際股份有限公司-北市同密店,103臺北市大同區重慶里哈密街59巷21號,A001354,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.515794629937,25.074730396771
1402,萊爾富國際股份有限公司-北市同捷店,103臺北市大同區長安西路52-1號B1,A001248,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.52002925124,25.05011492644
1403,萊爾富國際股份有限公司-北市同淵店,103臺北市大同區錦西街82號 1樓,A001388,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.519049490578,25.060170863317
1404,萊爾富國際股份有限公司-北市同達店,103臺北市大同區延平北路二段114.116.118號.民生西路335號,A001258,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.51145587303,25.057096609032
1405,萊爾富國際股份有限公司-北市同德店,103臺北市大同區承德路三段290號,A001280,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.519421479441,25.073975564481
1406,萊爾富國際股份有限公司-北市同慶店,103臺北市大同區重慶北路一段24號1樓,A001299,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.513479129185,25.050625384343
1407,萊爾富國際股份有限公司-北市同蝶店,103臺北市大同區南京西路30號,A001252,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.519853650369,25.052610596201
1408,萊爾富國際股份有限公司-北市如意店,"104臺北市中山區松江路28,30,30-1號",A001284,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.532724397971,25.047210387442
1409,萊爾富國際股份有限公司-北市安平店,110臺北市信義區仁愛路四段300巷15號1樓,A001298,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.554514244923,25.036720938532
1410,萊爾富國際股份有限公司-北市安平店,106台北市大安區仁愛路4段300巷15號,A001632,卓東平,(02)27015782,,,連鎖型綠色商店,121.554514244923,25.036720938532
1411,萊爾富國際股份有限公司-北市安弘店,106臺北市大安區安居街10號,A001412,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.554959826895,25.02114493168
1412,萊爾富國際股份有限公司-北市安孝店,106臺北市大安區忠孝東路三段287號,A001430,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.542928606527,25.041760854312
1413,萊爾富國際股份有限公司-北市安建店,106臺北市大安區建國南路一段337號1樓,A001363,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.538206246466,25.034478444156
1414,萊爾富國際股份有限公司-北市安盈店,106臺北市大安區和平東路一段129號 (台灣師範大學綜合大樓),A001281,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.528411573511,25.026879829833
1415,萊爾富國際股份有限公司-北市安泰店,114臺北市內湖區安泰街32號,A001428,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.618205896401,25.073410959483
1416,萊爾富國際股份有限公司-北市安國店,"106臺北市大安區光復南路290巷25號,25-1號",A001236,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.556407800669,25.03929221306
1417,萊爾富國際股份有限公司-北市安傑店,106臺北市大安區復興南路二段146-1號 ,A001387,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.543274028945,25.028539237114
1418,萊爾富國際股份有限公司-北市安復店,106臺北市大安區復興南路一段135巷21號1樓.B1,A001348,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.545211505864,25.042709179708
1419,萊爾富國際股份有限公司-北市安敦店,106臺北市大安區仁愛路四段112巷7號,A001253,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.549712252593,25.036915817781
1420,萊爾富國際股份有限公司-北市安皓店,106臺北市大安區忠孝東路四段181巷8號,A001437,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.550700395159,25.041863655225
1421,萊爾富國際股份有限公司-北市安華店,106臺北市大安區華聲里延吉街131巷43號1樓,A001346,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.555843866223,25.042962941827
1422,萊爾富國際股份有限公司-北市安震店,106臺北市大安區安東街50之2、50之3，50之4號,A001390,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.542415470603,25.043081168571
1423,萊爾富國際股份有限公司-北市安興店,106台北市大安區復興南路2段148號1樓全部,A001607,卓東平,(02)89783502,,,連鎖型綠色商店,121.543279309544,25.028259491095
1424,萊爾富國際股份有限公司-北市安龍店,106臺北市大安區臥龍街145之1號,A001342,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.550812293566,25.01850630856
1425,萊爾富國際股份有限公司-北市安聯店,"106臺北市大安區光復南路98之3號,98之5號",A001257,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.55755964816,25.043999706183
1426,萊爾富國際股份有限公司-北市安豐店,106臺北市大安區復興南路一段265號,A001331,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.543854308102,25.035915018542
1427,萊爾富國際股份有限公司-北市安醫店,106臺北市大安區仁愛路四段10號1樓(北市仁愛醫院),A001386,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.545302198057,25.037539976201
1428,萊爾富國際股份有限公司-北市安麗店,106臺北市大安區金山南路二段69.71號1樓,A001291,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.527034678276,25.031823853511
1429,萊爾富國際股份有限公司-北市安鑽店,106臺北市大安區敦化南路一段197號,A001266,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.549260048917,25.042219718472
1430,萊爾富國際股份有限公司-北市成康店,114臺北市內湖區成功路五段420巷7‧9號,A001313,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.607829435546,25.075444912107
1431,萊爾富國際股份有限公司-北市成康店,114台北市內湖區成功路五段420巷7‧9號,A001625,卓東平,(02)26342297,,,連鎖型綠色商店,121.607829435546,25.075444912107
1432,萊爾富國際股份有限公司-北市米蘭店,114台北市內湖區內湖路一段120巷16號一樓全部,A001612,卓東平,(02)26598412,,,連鎖型綠色商店,121.562661957723,25.082665209231
1433,萊爾富國際股份有限公司-北市衣蝶店,103臺北市大同區南京西路63號,A001302,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.518982519172,25.053117449886
1434,萊爾富國際股份有限公司-北市宏普店,114臺北市內湖區民權東路六段117號,A001260,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.592187463116,25.069112384258
1435,萊爾富國際股份有限公司-北市亞緹店,114台北市內湖區江南街111號,A001608,卓東平,(02)89783354,,,連鎖型綠色商店,121.576413056616,25.076462181786
1436,萊爾富國際股份有限公司-北市京承店,103台北市大同區市民大道一段209號,A001601,卓東平,(02)25526312,,,連鎖型綠色商店,121.518349936939,25.048892761138
1437,萊爾富國際股份有限公司-北市京站店,103臺北市大同區市民大道一段209號(國道客運京站購物廣場),A001276,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.518349936939,25.048892761138
1438,萊爾富國際股份有限公司-北市和平店,100臺北市中正區延平南路210號,A001292,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.507468717875,25.034763261226
1439,萊爾富國際股份有限公司-北市和信店,112臺北市北投區立德路125號(和信醫院),A001279,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.472011339605,25.128340546567
1440,萊爾富國際股份有限公司-北市奇岩店,112臺北市北投區中央南路二段5.7號,A001409,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.500569741009,25.126075756329
1441,萊爾富國際股份有限公司-北市居安店,106台北市大安區安居街15號,A001642,卓東平,(02)89786747,,,連鎖型綠色商店,121.555041466632,25.020946406303
1442,萊爾富國際股份有限公司-北市延平二店,111臺北市士林區延平北路五段138號,A001419,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.510462063137,25.082166192626
1443,萊爾富國際股份有限公司-北市延平店,103臺北市大同區延平北路二段255-1號,A001380,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.511358172405,25.06237295692
1444,萊爾富國際股份有限公司-北市延吉二店,106臺北市大安區延吉街130號,A001235,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.554710297638,25.040125960968
1445,萊爾富國際股份有限公司-北市延年店,103臺北市大同區延平北路三段40號一樓,A001432,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.51100286353,25.064702581179
1446,萊爾富國際股份有限公司-北市延壽店,105臺北市松山區延壽街81號,A001391,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.567236800477,25.05726372593
1447,萊爾富國際股份有限公司-北市承德店,111臺北市士林區承德路四段80巷59號,A001338,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.523244297841,25.081511146893
1448,萊爾富國際股份有限公司-北市昆陽店,115臺北市南港區昆陽街99號,A001382,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.593719591197,25.051413157513
1449,萊爾富國際股份有限公司-北市明水店,104臺北市中山區明水路397巷7弄32號,A001365,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.549749216786,25.077874574381
1450,萊爾富國際股份有限公司-北市明湖店,114臺北市內湖區民權東路六段296巷68號,A001242,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.60888605826,25.070246707215
1451,萊爾富國際股份有限公司-北市杭州店,106臺北市大安區杭州南路二段5號,A001308,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.523995148728,25.034581918751
1452,萊爾富國際股份有限公司-北市東方店,106臺北市大安區信義路四段186巷8號(東方高級工商職業學校),A001425,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.551491479181,25.032144838493
1453,萊爾富國際股份有限公司-北市林口店,110臺北市信義區林口街36號,A001337,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.579438923662,25.037817668653
1454,萊爾富國際股份有限公司-北市林森店,104臺北市中山區林森北路101號,A001443,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.524974238838,25.050152686914
1455,萊爾富國際股份有限公司-北市松永店,110臺北市信義區永吉路280號,A001329,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.574267121765,25.045380953255
1456,萊爾富國際股份有限公司-北市松育店,105臺北市松山區八德路三段119號,A001320,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.554060113409,25.048278870549
1457,萊爾富國際股份有限公司-北市松柏店,105臺北市松山區光復北路102號,A001407,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.557710096965,25.050610171189
1458,萊爾富國際股份有限公司-北市松站店,110臺北市信義區松山路11號(松山車站),A001356,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.57791,25.0486129
1459,萊爾富國際股份有限公司-北市松康店,105臺北市松山區鵬程里健康路325巷12弄2號1樓,A001339,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.56735163255,25.055388275094
1460,萊爾富國際股份有限公司-北市松清店,105臺北市松山區南京東路五段250巷3-1號,A001327,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.565957219138,25.050653254171
1461,萊爾富國際股份有限公司-北市松華店,105臺北市松山區南京東路五段34號,A001418,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.559342975523,25.051312197489
1462,萊爾富國際股份有限公司-北市松運店,105臺北市松山區敦化北路338號(捷運松山機場),A001362,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.551949634008,25.063161400642
1463,萊爾富國際股份有限公司-北市松遠店,105臺北市松山區莊敬里撫遠街369巷36號,A001335,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.565970211088,25.064228291188
1464,萊爾富國際股份有限公司-北市社子店,111臺北市士林區社子街63巷2號,A001414,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.506862203361,25.087573190726
1465,萊爾富國際股份有限公司-北市社正店,111臺北市士林區社正路27號,A001435,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.50915373187,25.088667532005
1466,萊爾富國際股份有限公司-北市虎嘯店,106臺北市大安區敦化南路二段174號,A001426,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.548356479755,25.023943481512
1467,萊爾富國際股份有限公司-北市金湖店,114臺北市內湖區金湖路403號,A001345,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.604197975995,25.073326553718
1468,萊爾富國際股份有限公司-北市金碧店,114台北市內湖區金龍路64、66號壹樓全部,A001636,卓東平,(02)89782940,,,連鎖型綠色商店,121.592810657617,25.084827572612
1469,萊爾富國際股份有限公司-北市長松店,104台北市中山區松江路50號,A001611,卓東平,(02)89783405,,,連鎖型綠色商店,121.532741580872,25.048246139217
1470,萊爾富國際股份有限公司-北市信北店,110臺北市信義區中坡北路17.19號1樓,A001243,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.580794947958,25.04475977041
1471,萊爾富國際股份有限公司-北市信吉店,110臺北市信義區永吉路125號,A001310,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.570257051648,25.045816225487
1472,萊爾富國際股份有限公司-北市信東店,110臺北市信義區忠孝東路五段63號1樓,A001237,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.56665216273,25.04127281487
1473,萊爾富國際股份有限公司-北市信長店,110臺北市信義區莊敬路290號,A001400,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.562947612984,25.028570292065
1474,萊爾富國際股份有限公司-北市信彩店,110臺北市信義區基隆路一段350之41.43號,A001270,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.561729387176,25.037013047858
1475,萊爾富國際股份有限公司-北市信誠店,110臺北市信義區松山路537號及541巷1號,A001359,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.578313317885,25.037808741926
1476,萊爾富國際股份有限公司-北市信德店,110臺北市信義區虎林街164巷60弄2號,A001238,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.57450298852,25.037945241219
1477,萊爾富國際股份有限公司-北市南海店,"100臺北市中正區南海路12,14號",A001355,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.517001772069,25.032525976238
1478,萊爾富國際股份有限公司-北市南港二店,115臺北市南港區忠孝東路七段639號,A001317,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.616085107259,25.053328883393
1479,萊爾富國際股份有限公司-北市南港三店,115臺北市南港區忠孝東路六段252號,A001261,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.588297840947,25.048925282922
1480,萊爾富國際股份有限公司-北市哈密店,103臺北市大同區重慶北路三段278號之2,A001321,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.51359035704,25.072474323713
1481,萊爾富國際股份有限公司-北市指南店,116臺北市文山區指南路二段32號,A001286,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.574710105348,24.987766474945
1482,萊爾富國際股份有限公司-北市政商店,116台北市文山區指南路二段64號(商學院),A001628,卓東平,,,0.0,連鎖型綠色商店,121.576504251722,24.987419212697
1483,萊爾富國際股份有限公司-北市政學店,116台北市文山區指南路二段64號,A001604,卓東平,(02)89782091,,,連鎖型綠色商店,121.576504251722,24.987419212697
1484,萊爾富國際股份有限公司-北市政戰店,112臺北市北投區中央北路二段70號(政治作戰學校),A001264,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.492879177208,25.138104709395
1485,萊爾富國際股份有限公司-北市秋葉原店,100台北市中正區八德路一段８２巷１０號,A001639,卓東平,(02)89783142,,,連鎖型綠色商店,121.531985449387,25.043711864875
1486,萊爾富國際股份有限公司-北市迪化店,103臺北市大同區迪化街一段50號,A001347,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.509935931074,25.055110373094
1487,萊爾富國際股份有限公司-北市家聲店,105臺北市松山區寧安街12號(育達商職家聲樓B1),A001289,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.554349037611,25.049639504892
1488,萊爾富國際股份有限公司-北市師範店,106臺北市大安區和平東路一段162號(台灣師範大學校本部),A001247,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.527570617165,25.026455244527
1489,萊爾富國際股份有限公司-北市師鑽店,116臺北市文山區汀州路四段88號（師範大學汀州分部）,A001267,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.537175859109,25.007838660389
1490,萊爾富國際股份有限公司-北市班客店,108台北市萬華區廣州街247號,A001622,卓東平,(02)89787245,,,連鎖型綠色商店,121.49730431917,25.036841302662
1491,萊爾富國際股份有限公司-北市紗帽店,112台北市北投區行義路142-1及142-3號B1,A001637,卓東平,(02)89782704,,,連鎖型綠色商店,121.528208563816,25.129999995758
1492,萊爾富國際股份有限公司-北市馬偕店,104臺北市中山區民生西路3巷2號,A001444,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.521690628269,25.058062647031
1493,萊爾富國際股份有限公司-北市浣熊店,116臺北市文山區新光路二段30號(木柵動物園浣熊館販賣部),A001314,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.581228711447,24.998738763388
1494,萊爾富國際股份有限公司-北市國光店,100臺北市中正區忠孝西路一段173號(國光客運東站),A001265,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.513483935227,25.04732225169
1495,萊爾富國際股份有限公司-北市國防店,114台北市內湖區民權東路六段１６１號,A001621,卓東平,(02)89781053,,,連鎖型綠色商店,121.595390523595,25.070854185648
1496,萊爾富國際股份有限公司-北市國貿店,110臺北市信義區松壽路6號(世貿三館1樓展場),A001446,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.564665045806,25.035785594781
1497,萊爾富國際股份有限公司-北市國圖店,100臺北市中正區中山南路20號,A001431,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.516714627629,25.037325273751
1498,萊爾富國際股份有限公司-北市國醫店,114臺北市內湖區民權東路六段123巷32號,A001351,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.592826750871,25.070262297555
1499,萊爾富國際股份有限公司-北市基湖店,114臺北市內湖區基湖路25號,A001249,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.565106707423,25.080642278809
1500,萊爾富國際股份有限公司-北市康湖店,114臺北市內湖區安康路142號,A001377,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.600115402415,25.062914595503
1501,萊爾富國際股份有限公司-北市康寧店,114臺北市內湖區康寧路三段155號,A001379,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.611483693873,25.070494853459
1502,萊爾富國際股份有限公司-北市康樂二店,114臺北市內湖區康樂街92號,A001255,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.61893570871,25.070613960303
1503,萊爾富國際股份有限公司-北市惇敘店,112臺北市北投區泉源路221號(台北私立惇敘工商),A001429,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.527059991624,25.144726622451
1504,萊爾富國際股份有限公司-北市梧州店,108臺北市萬華區梧州街29號,A001303,卓東平,(02)66068688,356.0,,連鎖型綠色商店,121.497729281661,25.037653006165
