序號,綠色商店名稱,聯絡地址,商店編號,聯絡人,聯絡電話,分機,手機號碼,綠色商店類型
1291,棉花田士林士東門市,111台北市士林區士東路97號1樓,A001646,路孔明,(02)25791777,,,連鎖型綠色商店
1292,棉花田大直樂群門市,105臺北市松山區敦化南路一段3號11樓,A001645,路孔明,(02)25791777,,,連鎖型綠色商店
1293,棉花田中崙八德門市,105台北市八德路三段74巷8號1樓,A001648,路孔明,(02)25791777,,,連鎖型綠色商店
1294,棉花田木柵指南門市,105臺北市松山區敦化南路一段3號11樓,A001644,路孔明,(02)25791777,,,連鎖型綠色商店
1295,棉花田生機園地三民門市,105臺北市松山區三民路三民路109號1樓 ,A001587,路孔明,(02)25791777,218,,連鎖型綠色商店
1296,棉花田生機園地士林門市,111臺北市士林區華榮街1號,A001495,路孔明,(02)25791777,218,,連鎖型綠色商店
1297,棉花田生機園地中山門市,104臺北市中山區中山北路一段116號,A001513,路孔明,(02)25791777,218,,連鎖型綠色商店
1298,棉花田生機園地內湖門市,114臺北市內湖區成功路3段181號,A001489,路孔明,(02)25791777,218,,連鎖型綠色商店
1299,棉花田生機園地北投門市,112臺北市北投區中央南路1段39號,A001493,路孔明,(02)25791777,218,,連鎖型綠色商店
1300,棉花田生機園地民生門市,105臺北市松山區民生東路四段55巷30號1F,A001483,路孔明,(02)25791777,218,,連鎖型綠色商店
1301,棉花田生機園地永春門市,110臺北市信義區忠孝東路5段457號,A001490,路孔明,(02)25791777,218,,連鎖型綠色商店
1302,棉花田生機園地忠孝門市,106臺北市大安區忠孝東路4段299號,A001494,路孔明,(02)25791777,218,,連鎖型綠色商店
1303,棉花田生機園地忠孝復興門市,106臺北市大安區忠孝東路3段221-1號,A001486,路孔明,(02)25791777,218,,連鎖型綠色商店
1304,棉花田生機園地忠誠門市,111臺北市士林區忠誠路2段5號,A001511,路孔明,(02)25791777,218,,連鎖型綠色商店
1305,棉花田生機園地東湖門市,114臺北市內湖區東湖路126號,A001512,路孔明,(02)25791777,218,,連鎖型綠色商店
1306,棉花田生機園地股份有限公司,108臺北市萬華區青年路12號,A001585,路孔明,(02)25791777,,,連鎖型綠色商店
1307,棉花田生機園地股份有限公司大安門市,106臺北市大安區大安路一段182號,A001584,路孔明,(02)25797777,,,連鎖型綠色商店
1308,棉花田生機園地股份有限公司光復門市,106臺北市大安區光復南路390-2號,A001583,路孔明,(02)25791777,,,連鎖型綠色商店
1309,棉花田生機園地南京門市,105臺北市松山區南京東路5段137號,A001496,路孔明,(02)25791777,218,,連鎖型綠色商店
1310,棉花田生機園地南京龍江門市,104臺北市中山區南京東路3段82號,A001586,路孔明,(02)25791777,218,,連鎖型綠色商店
1311,棉花田生機園地後山埤門市,114臺北市內湖區忠孝東路六段六號,A001510,路孔明,(02)25791777,218,,連鎖型綠色商店
1312,棉花田生機園地重慶門市,100臺北市中正區重慶南路1段90號,A001590,路孔明,(02)25791777,,,連鎖型綠色商店
1313,棉花田生機園地莊敬門市,110臺北市信義區376號,A001593,路孔明,(02)25791777,,,連鎖型綠色商店
1314,棉花田生機園地博愛門市,100臺北市中正區博愛路89號,A001484,路孔明,(02)25791777,218,,連鎖型綠色商店
1315,棉花田生機園地景美門市,116臺北市文山區景文街117號,A001589,路孔明,(02)25791777,,,連鎖型綠色商店
1316,棉花田生機園地福州門市,100臺北市中正區福州街11-10號,A001487,路孔明,(02)25791777,218,,連鎖型綠色商店
1317,棉花田生機園地慶城門市,105臺北市松山區南京東路3段303巷24號,A001592,路孔明,(02)25791777,,,連鎖型綠色商店
1318,棉花田生機園地興隆門市,116臺北市文山區興隆路4段153號,A001588,路孔明,(02)25791777,,,連鎖型綠色商店
1319,棉花田生機園地錦州門市,104臺北市中山區錦州街417號,A001492,路孔明,(02)25791777,218,,連鎖型綠色商店
1320,棉花田生機園地羅斯福門市,106臺北市大安區羅斯福路3段273之1,A001488,路孔明,(02)25791777,218,,連鎖型綠色商店
1321,棉花田忠孝216門市,110台北市忠孝東路四段216巷33弄11號,A001647,路孔明,(02)25791777,,,連鎖型綠色商店
1322,棉花田建南門市,105臺北市松山區敦化南路一段3號11樓,A001643,路孔明,(02)25791777,,,連鎖型綠色商店
1323,棉花田基隆信二門市,105臺北市松山區敦化南路一段3號11樓,A001731,路孔明,(02)25791777,,,連鎖型綠色商店
1324,港德傢俱有限公司,115台北市南港區忠孝東路6段112號1F,A000103,張凱倫,(02)27887208,,,連鎖型綠色商店
1325,萊爾富國際股份有限公司-北市101店,110台北市信義區信義路5段20號,A001624,卓東平,(02)89785935,,,連鎖型綠色商店
1326,萊爾富國際股份有限公司-北市十信店,112台北市北投區北投路2段55號,A001635,卓東平,(02)28932370,,,連鎖型綠色商店
1327,萊爾富國際股份有限公司-北市三總店,114臺北市內湖區成功路二段325號B1(台北國防醫學中心),A001246,卓東平,(02)66068688,356,,連鎖型綠色商店
1328,萊爾富國際股份有限公司-北市士大店,111臺北市士林區大東路7號,A001383,卓東平,(02)66068688,356,,連鎖型綠色商店
1329,萊爾富國際股份有限公司-北市士東店,111臺北市士林區中山北路六段429號,A001427,卓東平,(02)66068688,356,,連鎖型綠色商店
1330,萊爾富國際股份有限公司-北市士海店,111臺北市士林區延平北路九段212號(海洋技術學院士林校區-學生宿舍及福利社),A001399,卓東平,(02)66068688,356,,連鎖型綠色商店
1331,萊爾富國際股份有限公司-北市士陽店,111臺北市士林區雨聲街105號(北市陽明醫院),A001398,卓東平,(02)66068688,356,,連鎖型綠色商店
1332,萊爾富國際股份有限公司-北市士銓店,111臺北市士林區中山北路七段186號,A001306,卓東平,(02)66068688,356,,連鎖型綠色商店
1333,萊爾富國際股份有限公司-北市士慶店,111臺北市士林區社正路75號,A001322,卓東平,(02)66068688,356,,連鎖型綠色商店
1334,萊爾富國際股份有限公司-北市士鑽店,111臺北市士林區基河路15號A1-01,A001376,卓東平,(02)66068688,356,,連鎖型綠色商店
1335,萊爾富國際股份有限公司-北市大同店,104臺北市中山區中山北路三段40號(大同大學經營大樓),A001410,卓東平,(02)66068688,356,,連鎖型綠色商店
1336,萊爾富國際股份有限公司-北市大業店,112臺北市北投區中和街41號,A001304,卓東平,(02)66068688,356,,連鎖型綠色商店
1337,萊爾富國際股份有限公司-北市山華店,104臺北市中山區長春路208號1樓,A001381,卓東平,(02)66068688,356,,連鎖型綠色商店
1338,萊爾富國際股份有限公司-北市山寧店,104臺北市中山區長安東路二段171-7號,A001371,卓東平,(02)66068688,356,,連鎖型綠色商店
1339,萊爾富國際股份有限公司-北市山榮店,104臺北市中山區長安東路二段118號1樓,A001311,卓東平,(02)66068688,356,,連鎖型綠色商店
1340,萊爾富國際股份有限公司-北市山德店,104臺北市中山區德惠街109號 1樓,A001262,卓東平,(02)66068688,356,,連鎖型綠色商店
1341,萊爾富國際股份有限公司-北市山擎店,104臺北市中山區天祥路70號一樓,A001370,卓東平,(02)66068688,356,,連鎖型綠色商店
1342,萊爾富國際股份有限公司-北市工農店,110臺北市信義區忠孝東路五段236巷16號,A001239,卓東平,(02)66068688,356,,連鎖型綠色商店
1343,萊爾富國際股份有限公司-北市中山三店,104臺北市中山區中山北路二段65巷13號,A001373,卓東平,(02)66068688,356,,連鎖型綠色商店
1344,萊爾富國際股份有限公司-北市中山店,104臺北市中山區中山北路二段137巷2號,A001392,卓東平,(02)66068688,356,,連鎖型綠色商店
1345,萊爾富國際股份有限公司-北市中原二店,104臺北市中山區中原街77號,A001439,卓東平,(02)66068688,356,,連鎖型綠色商店
1346,萊爾富國際股份有限公司-北市中國店,116臺北市文山區興隆路三段56號(中國科技大學),A001396,卓東平,(02)66068688,356,,連鎖型綠色商店
1347,萊爾富國際股份有限公司-北市內湖二店,114臺北市內湖區成功路二段318之1號,A001440,卓東平,(02)66068688,356,,連鎖型綠色商店
1348,萊爾富國際股份有限公司-北市天福店,111台北市士林區中山北路六段431之4號1樓,A001597,卓東平,(02)89781406,,,連鎖型綠色商店
1349,萊爾富國際股份有限公司-北市文辛店,116臺北市文山區辛亥路四段218.220號,A001422,卓東平,(02)66068688,356,,連鎖型綠色商店
1350,萊爾富國際股份有限公司-北市文武店,116臺北市文山區羅斯福路五段203號1樓,A001240,卓東平,(02)66068688,356,,連鎖型綠色商店
1351,萊爾富國際股份有限公司-北市文創店,105台北市中正區八德路一段34號,A001614,卓東平,(02)89786752,,,連鎖型綠色商店
1352,萊爾富國際股份有限公司-北市文福店,116臺北市文山區景福街230巷2號,A001316,卓東平,(02)66068688,356,,連鎖型綠色商店
1353,萊爾富國際股份有限公司-北市木新二店,116臺北市文山區木新路三段232巷6弄18號,A001406,卓東平,(02)66068688,356,,連鎖型綠色商店
1354,萊爾富國際股份有限公司-北市木新三店,116臺北市文山區木新路二段163號,A001413,卓東平,(02)66068688,356,,連鎖型綠色商店
1355,萊爾富國際股份有限公司-北市世新店,116臺北市文山區木柵路一段8號,A001245,卓東平,(02)66068688,356,,連鎖型綠色商店
1356,萊爾富國際股份有限公司-北市北天店,112臺北市北投區一德里中央北路四段8號1樓,A001273,卓東平,(02)66068688,356,,連鎖型綠色商店
1357,萊爾富國際股份有限公司-北市北功店,112臺北市北投區立德路60號,A001278,卓東平,(02)66068688,356,,連鎖型綠色商店
1358,萊爾富國際股份有限公司-北市北和店,112臺北市北投區中和里中和街402號1樓,A001442,卓東平,(02)66068688,356,,連鎖型綠色商店
1359,萊爾富國際股份有限公司-北市北武店,112臺北市北投區學園路2號（北台科學技術學院-飲和樓商場）,A001293,卓東平,(02)66068688,356,,連鎖型綠色商店
1360,萊爾富國際股份有限公司-北市北科大店,106臺北市大安區建國南路一段81號(台北科技大學),A001296,卓東平,(02)66068688,356,,連鎖型綠色商店
1361,萊爾富國際股份有限公司-北市北商店,100臺北市中正區濟南路一段321號五育樓B1（國立台北商業技術學院）,A001411,卓東平,(02)66068688,356,,連鎖型綠色商店
1362,萊爾富國際股份有限公司-北市北崗店,112臺北市北投區桃園里中央北路三段44.46號,A001340,卓東平,(02)66068688,356,,連鎖型綠色商店
1363,萊爾富國際股份有限公司-北市北清店,112台北市北投區清江路53及55號,A001641,卓東平,(02)89783776,,,連鎖型綠色商店
1364,萊爾富國際股份有限公司-北市北華店,112臺北市北投區石牌路二段201號,A001434,卓東平,(02)66068688,356,,連鎖型綠色商店
1365,萊爾富國際股份有限公司-北市北裕店,112臺北市北投區裕民六路120號,A001364,卓東平,(02)66068688,356,,連鎖型綠色商店
1366,萊爾富國際股份有限公司-北市北達店,112臺北市北投區清江路47.49號,A001250,卓東平,(02)66068688,356,,連鎖型綠色商店
1367,萊爾富國際股份有限公司-北市古亭店,100台北市中正區辛亥路一段17巷2號及19號,A001634,卓東平,(02)89787384,,,連鎖型綠色商店
1368,萊爾富國際股份有限公司-北市司法店,100臺北市中正區博愛路131號B1,A001241,卓東平,(02)66068688,356,,連鎖型綠色商店
1369,萊爾富國際股份有限公司-北市台大店,100台北市中正區常德街1號B1,A001610,卓東平,(02)23146218,,,連鎖型綠色商店
1370,萊爾富國際股份有限公司-北市台泥店,104臺北市中山區錦州街32號,A001297,卓東平,(02)66068688,356,,連鎖型綠色商店
1371,萊爾富國際股份有限公司-北市市政店,110台北市信義區市府路1號(市政大樓地下二樓),A001638,卓東平,(02)89783410,,,連鎖型綠色商店
1372,萊爾富國際股份有限公司-北市正台店,100臺北市中正區常德街1號(臺大醫院),A001360,卓東平,(02)66068688,356,,連鎖型綠色商店
1373,萊爾富國際股份有限公司-北市正光店,100臺北市中正區市民大道三段8號1樓(光華商場光華新天地),A001421,卓東平,(02)66068688,356,,連鎖型綠色商店
1374,萊爾富國際股份有限公司-北市正宏店,100臺北市中正區八德路一段46號,A001416,卓東平,(02)66068688,356,,連鎖型綠色商店
1375,萊爾富國際股份有限公司-北市正佳店,100臺北市中正區辛亥路一段39.41號1樓,A001334,卓東平,(02)66068688,356,,連鎖型綠色商店
1376,萊爾富國際股份有限公司-北市正忠店,100台北市中正區梅花里８鄰忠孝東路一段３５號一樓全部,A001623,卓東平,(02)89781634,,,連鎖型綠色商店
1377,萊爾富國際股份有限公司-北市正東店,100臺北市中正區紹興南街4-12號1樓,A001254,卓東平,(02)66068688,356,,連鎖型綠色商店
1378,萊爾富國際股份有限公司-北市正前店,100台北市中正區忠孝西路一段173號，台北西B站,A001598,卓東平,(02)23831025,,,連鎖型綠色商店
1379,萊爾富國際股份有限公司-北市正泉店,100臺北市中正區泉州街31.34號1樓,A001441,卓東平,(02)66068688,356,,連鎖型綠色商店
1380,萊爾富國際股份有限公司-北市正博店,100臺北市中正區博愛路9號,A001424,卓東平,(02)66068688,356,,連鎖型綠色商店
1381,萊爾富國際股份有限公司-北市正喜店,100臺北市中正區板溪里牯嶺街117號1樓,A001336,卓東平,(02)66068688,356,,連鎖型綠色商店
1382,萊爾富國際股份有限公司-北市正童店,100臺北市中正區中山南路8號(台大兒童綜合醫院)   ,A001405,卓東平,(02)66068688,356,,連鎖型綠色商店
1383,萊爾富國際股份有限公司-北市正裕店,100臺北市中正區忠孝西路50號1樓,A001397,卓東平,(02)66068688,356,,連鎖型綠色商店
1384,萊爾富國際股份有限公司-北市正德店,100臺北市中正區八德路一段82巷7號1樓,A001259,卓東平,(02)66068688,356,,連鎖型綠色商店
1385,萊爾富國際股份有限公司-北市正慶店,100臺北市中正區衡陽路103號,A001244,卓東平,(02)66068688,356,,連鎖型綠色商店
1386,萊爾富國際股份有限公司-北市正館店,100臺北市中正區館前路45號1樓,A001375,卓東平,(02)66068688,356,,連鎖型綠色商店
1387,萊爾富國際股份有限公司-北市正豐店,100臺北市中正區許昌街26-2號,A001385,卓東平,(02)66068688,356,,連鎖型綠色商店
1388,萊爾富國際股份有限公司-北市正醫店,100臺北市中正區中山南路7號B1(台大醫院),A001301,卓東平,(02)66068688,356,,連鎖型綠色商店
1389,萊爾富國際股份有限公司-北市正寶店,100台北市中正區寶慶路35號,A001616,卓東平,(02)23705368,,,連鎖型綠色商店
1390,萊爾富國際股份有限公司-北市正鑽店,100臺北市中正區館前路36號 ,A001393,卓東平,(02)66068688,356,,連鎖型綠色商店
1391,萊爾富國際股份有限公司-北市民生店,104臺北市中山區民生西路2號,A001366,卓東平,(02)66068688,356,,連鎖型綠色商店
1392,萊爾富國際股份有限公司-北市民東店,"114臺北市內湖區民權東路六段69,71,75號",A001324,卓東平,(02)66068688,356,,連鎖型綠色商店
1393,萊爾富國際股份有限公司-北市民權二店,105臺北市松山區民權東路五段32號,A001343,卓東平,(02)66068688,356,,連鎖型綠色商店
1394,萊爾富國際股份有限公司-北市民權三店,114臺北市內湖區民權東路六段90巷8號,A001272,卓東平,(02)66068688,356,,連鎖型綠色商店
1395,萊爾富國際股份有限公司-北市永捷店,104台北市中山區松江路27號,A001599,卓東平,(02)25048276,,,連鎖型綠色商店
1396,萊爾富國際股份有限公司-北市甘州店,103臺北市大同區歸綏街183號,A001288,卓東平,(02)66068688,356,,連鎖型綠色商店
1397,萊爾富國際股份有限公司-北市立農店,112台北市北投區義理街96號及立農街2段292號,A001617,卓東平,(02)89781336,,,連鎖型綠色商店
1398,萊爾富國際股份有限公司-北市同吉店,103臺北市大同區昌吉街63號,A001275,卓東平,(02)66068688,356,,連鎖型綠色商店
1399,萊爾富國際股份有限公司-北市同安店,103臺北市大同區重慶北路一段63號,A001277,卓東平,(02)66068688,356,,連鎖型綠色商店
1400,萊爾富國際股份有限公司-北市同京店,103臺北市大同區西寧北路35號,A001394,卓東平,(02)66068688,356,,連鎖型綠色商店
1401,萊爾富國際股份有限公司-北市同密店,103臺北市大同區重慶里哈密街59巷21號,A001354,卓東平,(02)66068688,356,,連鎖型綠色商店
1402,萊爾富國際股份有限公司-北市同捷店,103臺北市大同區長安西路52-1號B1,A001248,卓東平,(02)66068688,356,,連鎖型綠色商店
1403,萊爾富國際股份有限公司-北市同淵店,103臺北市大同區錦西街82號 1樓,A001388,卓東平,(02)66068688,356,,連鎖型綠色商店
1404,萊爾富國際股份有限公司-北市同達店,103臺北市大同區延平北路二段114.116.118號.民生西路335號,A001258,卓東平,(02)66068688,356,,連鎖型綠色商店
1405,萊爾富國際股份有限公司-北市同德店,103臺北市大同區承德路三段290號,A001280,卓東平,(02)66068688,356,,連鎖型綠色商店
1406,萊爾富國際股份有限公司-北市同慶店,103臺北市大同區重慶北路一段24號1樓,A001299,卓東平,(02)66068688,356,,連鎖型綠色商店
1407,萊爾富國際股份有限公司-北市同蝶店,103臺北市大同區南京西路30號,A001252,卓東平,(02)66068688,356,,連鎖型綠色商店
1408,萊爾富國際股份有限公司-北市如意店,"104臺北市中山區松江路28,30,30-1號",A001284,卓東平,(02)66068688,356,,連鎖型綠色商店
1409,萊爾富國際股份有限公司-北市安平店,110臺北市信義區仁愛路四段300巷15號1樓,A001298,卓東平,(02)66068688,356,,連鎖型綠色商店
1410,萊爾富國際股份有限公司-北市安平店,106台北市大安區仁愛路4段300巷15號,A001632,卓東平,(02)27015782,,,連鎖型綠色商店
1411,萊爾富國際股份有限公司-北市安弘店,106臺北市大安區安居街10號,A001412,卓東平,(02)66068688,356,,連鎖型綠色商店
1412,萊爾富國際股份有限公司-北市安孝店,106臺北市大安區忠孝東路三段287號,A001430,卓東平,(02)66068688,356,,連鎖型綠色商店
1413,萊爾富國際股份有限公司-北市安建店,106臺北市大安區建國南路一段337號1樓,A001363,卓東平,(02)66068688,356,,連鎖型綠色商店
1414,萊爾富國際股份有限公司-北市安盈店,106臺北市大安區和平東路一段129號 (台灣師範大學綜合大樓),A001281,卓東平,(02)66068688,356,,連鎖型綠色商店
1415,萊爾富國際股份有限公司-北市安泰店,114臺北市內湖區安泰街32號,A001428,卓東平,(02)66068688,356,,連鎖型綠色商店
1416,萊爾富國際股份有限公司-北市安國店,"106臺北市大安區光復南路290巷25號,25-1號",A001236,卓東平,(02)66068688,356,,連鎖型綠色商店
1417,萊爾富國際股份有限公司-北市安傑店,106臺北市大安區復興南路二段146-1號 ,A001387,卓東平,(02)66068688,356,,連鎖型綠色商店
1418,萊爾富國際股份有限公司-北市安復店,106臺北市大安區復興南路一段135巷21號1樓.B1,A001348,卓東平,(02)66068688,356,,連鎖型綠色商店
1419,萊爾富國際股份有限公司-北市安敦店,106臺北市大安區仁愛路四段112巷7號,A001253,卓東平,(02)66068688,356,,連鎖型綠色商店
1420,萊爾富國際股份有限公司-北市安皓店,106臺北市大安區忠孝東路四段181巷8號,A001437,卓東平,(02)66068688,356,,連鎖型綠色商店
1421,萊爾富國際股份有限公司-北市安華店,106臺北市大安區華聲里延吉街131巷43號1樓,A001346,卓東平,(02)66068688,356,,連鎖型綠色商店
1422,萊爾富國際股份有限公司-北市安震店,106臺北市大安區安東街50之2、50之3，50之4號,A001390,卓東平,(02)66068688,356,,連鎖型綠色商店
1423,萊爾富國際股份有限公司-北市安興店,106台北市大安區復興南路2段148號1樓全部,A001607,卓東平,(02)89783502,,,連鎖型綠色商店
1424,萊爾富國際股份有限公司-北市安龍店,106臺北市大安區臥龍街145之1號,A001342,卓東平,(02)66068688,356,,連鎖型綠色商店
1425,萊爾富國際股份有限公司-北市安聯店,"106臺北市大安區光復南路98之3號,98之5號",A001257,卓東平,(02)66068688,356,,連鎖型綠色商店
1426,萊爾富國際股份有限公司-北市安豐店,106臺北市大安區復興南路一段265號,A001331,卓東平,(02)66068688,356,,連鎖型綠色商店
1427,萊爾富國際股份有限公司-北市安醫店,106臺北市大安區仁愛路四段10號1樓(北市仁愛醫院),A001386,卓東平,(02)66068688,356,,連鎖型綠色商店
1428,萊爾富國際股份有限公司-北市安麗店,106臺北市大安區金山南路二段69.71號1樓,A001291,卓東平,(02)66068688,356,,連鎖型綠色商店
1429,萊爾富國際股份有限公司-北市安鑽店,106臺北市大安區敦化南路一段197號,A001266,卓東平,(02)66068688,356,,連鎖型綠色商店
1430,萊爾富國際股份有限公司-北市成康店,114臺北市內湖區成功路五段420巷7‧9號,A001313,卓東平,(02)66068688,356,,連鎖型綠色商店
1431,萊爾富國際股份有限公司-北市成康店,114台北市內湖區成功路五段420巷7‧9號,A001625,卓東平,(02)26342297,,,連鎖型綠色商店
1432,萊爾富國際股份有限公司-北市米蘭店,114台北市內湖區內湖路一段120巷16號一樓全部,A001612,卓東平,(02)26598412,,,連鎖型綠色商店
1433,萊爾富國際股份有限公司-北市衣蝶店,103臺北市大同區南京西路63號,A001302,卓東平,(02)66068688,356,,連鎖型綠色商店
1434,萊爾富國際股份有限公司-北市宏普店,114臺北市內湖區民權東路六段117號,A001260,卓東平,(02)66068688,356,,連鎖型綠色商店
1435,萊爾富國際股份有限公司-北市亞緹店,114台北市內湖區江南街111號,A001608,卓東平,(02)89783354,,,連鎖型綠色商店
1436,萊爾富國際股份有限公司-北市京承店,103台北市大同區市民大道一段209號,A001601,卓東平,(02)25526312,,,連鎖型綠色商店
1437,萊爾富國際股份有限公司-北市京站店,103臺北市大同區市民大道一段209號(國道客運京站購物廣場),A001276,卓東平,(02)66068688,356,,連鎖型綠色商店
1438,萊爾富國際股份有限公司-北市和平店,100臺北市中正區延平南路210號,A001292,卓東平,(02)66068688,356,,連鎖型綠色商店
1439,萊爾富國際股份有限公司-北市和信店,112臺北市北投區立德路125號(和信醫院),A001279,卓東平,(02)66068688,356,,連鎖型綠色商店
1440,萊爾富國際股份有限公司-北市奇岩店,112臺北市北投區中央南路二段5.7號,A001409,卓東平,(02)66068688,356,,連鎖型綠色商店
1441,萊爾富國際股份有限公司-北市居安店,106台北市大安區安居街15號,A001642,卓東平,(02)89786747,,,連鎖型綠色商店
1442,萊爾富國際股份有限公司-北市延平二店,111臺北市士林區延平北路五段138號,A001419,卓東平,(02)66068688,356,,連鎖型綠色商店
1443,萊爾富國際股份有限公司-北市延平店,103臺北市大同區延平北路二段255-1號,A001380,卓東平,(02)66068688,356,,連鎖型綠色商店
1444,萊爾富國際股份有限公司-北市延吉二店,106臺北市大安區延吉街130號,A001235,卓東平,(02)66068688,356,,連鎖型綠色商店
1445,萊爾富國際股份有限公司-北市延年店,103臺北市大同區延平北路三段40號一樓,A001432,卓東平,(02)66068688,356,,連鎖型綠色商店
1446,萊爾富國際股份有限公司-北市延壽店,105臺北市松山區延壽街81號,A001391,卓東平,(02)66068688,356,,連鎖型綠色商店
1447,萊爾富國際股份有限公司-北市承德店,111臺北市士林區承德路四段80巷59號,A001338,卓東平,(02)66068688,356,,連鎖型綠色商店
1448,萊爾富國際股份有限公司-北市昆陽店,115臺北市南港區昆陽街99號,A001382,卓東平,(02)66068688,356,,連鎖型綠色商店
1449,萊爾富國際股份有限公司-北市明水店,104臺北市中山區明水路397巷7弄32號,A001365,卓東平,(02)66068688,356,,連鎖型綠色商店
1450,萊爾富國際股份有限公司-北市明湖店,114臺北市內湖區民權東路六段296巷68號,A001242,卓東平,(02)66068688,356,,連鎖型綠色商店
1451,萊爾富國際股份有限公司-北市杭州店,106臺北市大安區杭州南路二段5號,A001308,卓東平,(02)66068688,356,,連鎖型綠色商店
1452,萊爾富國際股份有限公司-北市東方店,106臺北市大安區信義路四段186巷8號(東方高級工商職業學校),A001425,卓東平,(02)66068688,356,,連鎖型綠色商店
1453,萊爾富國際股份有限公司-北市林口店,110臺北市信義區林口街36號,A001337,卓東平,(02)66068688,356,,連鎖型綠色商店
1454,萊爾富國際股份有限公司-北市林森店,104臺北市中山區林森北路101號,A001443,卓東平,(02)66068688,356,,連鎖型綠色商店
1455,萊爾富國際股份有限公司-北市松永店,110臺北市信義區永吉路280號,A001329,卓東平,(02)66068688,356,,連鎖型綠色商店
1456,萊爾富國際股份有限公司-北市松育店,105臺北市松山區八德路三段119號,A001320,卓東平,(02)66068688,356,,連鎖型綠色商店
1457,萊爾富國際股份有限公司-北市松柏店,105臺北市松山區光復北路102號,A001407,卓東平,(02)66068688,356,,連鎖型綠色商店
1458,萊爾富國際股份有限公司-北市松站店,110臺北市信義區松山路11號(松山車站),A001356,卓東平,(02)66068688,356,,連鎖型綠色商店
1459,萊爾富國際股份有限公司-北市松康店,105臺北市松山區鵬程里健康路325巷12弄2號1樓,A001339,卓東平,(02)66068688,356,,連鎖型綠色商店
1460,萊爾富國際股份有限公司-北市松清店,105臺北市松山區南京東路五段250巷3-1號,A001327,卓東平,(02)66068688,356,,連鎖型綠色商店
1461,萊爾富國際股份有限公司-北市松華店,105臺北市松山區南京東路五段34號,A001418,卓東平,(02)66068688,356,,連鎖型綠色商店
1462,萊爾富國際股份有限公司-北市松運店,105臺北市松山區敦化北路338號(捷運松山機場),A001362,卓東平,(02)66068688,356,,連鎖型綠色商店
1463,萊爾富國際股份有限公司-北市松遠店,105臺北市松山區莊敬里撫遠街369巷36號,A001335,卓東平,(02)66068688,356,,連鎖型綠色商店
1464,萊爾富國際股份有限公司-北市社子店,111臺北市士林區社子街63巷2號,A001414,卓東平,(02)66068688,356,,連鎖型綠色商店
1465,萊爾富國際股份有限公司-北市社正店,111臺北市士林區社正路27號,A001435,卓東平,(02)66068688,356,,連鎖型綠色商店
1466,萊爾富國際股份有限公司-北市虎嘯店,106臺北市大安區敦化南路二段174號,A001426,卓東平,(02)66068688,356,,連鎖型綠色商店
1467,萊爾富國際股份有限公司-北市金湖店,114臺北市內湖區金湖路403號,A001345,卓東平,(02)66068688,356,,連鎖型綠色商店
1468,萊爾富國際股份有限公司-北市金碧店,114台北市內湖區金龍路64、66號壹樓全部,A001636,卓東平,(02)89782940,,,連鎖型綠色商店
1469,萊爾富國際股份有限公司-北市長松店,104台北市中山區松江路50號,A001611,卓東平,(02)89783405,,,連鎖型綠色商店
1470,萊爾富國際股份有限公司-北市信北店,110臺北市信義區中坡北路17.19號1樓,A001243,卓東平,(02)66068688,356,,連鎖型綠色商店
1471,萊爾富國際股份有限公司-北市信吉店,110臺北市信義區永吉路125號,A001310,卓東平,(02)66068688,356,,連鎖型綠色商店
1472,萊爾富國際股份有限公司-北市信東店,110臺北市信義區忠孝東路五段63號1樓,A001237,卓東平,(02)66068688,356,,連鎖型綠色商店
1473,萊爾富國際股份有限公司-北市信長店,110臺北市信義區莊敬路290號,A001400,卓東平,(02)66068688,356,,連鎖型綠色商店
1474,萊爾富國際股份有限公司-北市信彩店,110臺北市信義區基隆路一段350之41.43號,A001270,卓東平,(02)66068688,356,,連鎖型綠色商店
1475,萊爾富國際股份有限公司-北市信誠店,110臺北市信義區松山路537號及541巷1號,A001359,卓東平,(02)66068688,356,,連鎖型綠色商店
1476,萊爾富國際股份有限公司-北市信德店,110臺北市信義區虎林街164巷60弄2號,A001238,卓東平,(02)66068688,356,,連鎖型綠色商店
1477,萊爾富國際股份有限公司-北市南海店,"100臺北市中正區南海路12,14號",A001355,卓東平,(02)66068688,356,,連鎖型綠色商店
1478,萊爾富國際股份有限公司-北市南港二店,115臺北市南港區忠孝東路七段639號,A001317,卓東平,(02)66068688,356,,連鎖型綠色商店
1479,萊爾富國際股份有限公司-北市南港三店,115臺北市南港區忠孝東路六段252號,A001261,卓東平,(02)66068688,356,,連鎖型綠色商店
1480,萊爾富國際股份有限公司-北市哈密店,103臺北市大同區重慶北路三段278號之2,A001321,卓東平,(02)66068688,356,,連鎖型綠色商店
1481,萊爾富國際股份有限公司-北市指南店,116臺北市文山區指南路二段32號,A001286,卓東平,(02)66068688,356,,連鎖型綠色商店
1482,萊爾富國際股份有限公司-北市政商店,116台北市文山區指南路二段64號(商學院),A001628,卓東平,,,0,連鎖型綠色商店
1483,萊爾富國際股份有限公司-北市政學店,116台北市文山區指南路二段64號,A001604,卓東平,(02)89782091,,,連鎖型綠色商店
1484,萊爾富國際股份有限公司-北市政戰店,112臺北市北投區中央北路二段70號(政治作戰學校),A001264,卓東平,(02)66068688,356,,連鎖型綠色商店
